Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode
JPMorgan Chase Bank,0,Congress Ave Branch,4729,12/1/1933,9/25/2008,1325 N. Congress Avenue,West Palm Beach,Palm Beach,FL,33401
JPMorgan Chase Bank,0,Sunset Drive Miami Branch,4730,12/1/1933,9/25/2008,8784 Sunset Drive,Miami,Miami-Dade,FL,33173
JPMorgan Chase Bank,0,N University Drive Branch,4731,12/1/1933,9/25/2008,3300 North University Drive,Sunrise,Broward,FL,33351
JPMorgan Chase Bank,0,International Mall Branch,4732,12/1/1933,9/25/2008,10495 N.W. 12th Street,Miami,Miami-Dade,FL,33172
JPMorgan Chase Bank,0,Emerald Hills Branch,4733,6/30/1985,9/25/2008,5545 Sheridan Street,Hollywood,Broward,FL,33021
JPMorgan Chase Bank,0,Pasadena Allen Branch,4734,10/30/1934,9/25/2008,1845 East Washington Boulevard,Pasadena,Los Angeles,CA,91104
JPMorgan Chase Bank,0,Slauson Branch,4735,10/30/1934,9/25/2008,9200 East Slauson Boulevard,Pico Rivera,Los Angeles,CA,90660
JPMorgan Chase Bank,0,West Magnolia Blvd Branch,4736,10/30/1934,9/25/2008,3521 West Magnolia Boulevard,Burbank,Los Angeles,CA,91505
JPMorgan Chase Bank,0,Altadena Branch,4737,10/30/1934,9/25/2008,2333 North Lake Avenue,Altadena,Los Angeles,CA,91001
JPMorgan Chase Bank,0,12335 Venice Blvd Branch,4738,1/1/1929,9/25/2008,12335 Venice Blvd,Los Angeles,Los Angeles,CA,90066
JPMorgan Chase Bank,0,Grand and Madison Branch,4739,1/1/1929,9/25/2008,699 Grand Ave,Carlsbad,San Diego,CA,92008
JPMorgan Chase Bank,0,Boca Raton Downtown Branch,4740,9/28/1939,9/25/2008,200 E. Palmetto Park Road,Boca Raton,Palm Beach,FL,33432
JPMorgan Chase Bank,0,Boynton Military Branch,4741,9/28/1939,9/25/2008,5000 West Boynton Beach Boulevard,Boynton Beach,Palm Beach,FL,33436
JPMorgan Chase Bank,0,Port St Lucie Rivergate Branch,4742,9/28/1939,9/25/2008,1201 Se Port St Lucie Blvd,Port St. Lucie,St. Lucie,FL,34952
JPMorgan Chase Bank,0,Crossings Branch,4743,6/1/1934,9/25/2008,12945 S.W. 112th Street,Miami,Miami-Dade,FL,33186
JPMorgan Chase Bank,0,College Center Branch,4744,11/1/1934,9/25/2008,4627 College Avenue,San Diego,San Diego,CA,92115
JPMorgan Chase Bank,0,Pacific Beach Branch,4745,11/1/1934,9/25/2008,1000 Garnet Avenue,San Diego,San Diego,CA,92109
JPMorgan Chase Bank,0,H Street Branch,4746,11/1/1934,9/25/2008,501 H Street,Chula Vista,San Diego,CA,91910
JPMorgan Chase Bank,0,Coronado Branch,4747,11/1/1934,9/25/2008,1000 Orange Avenue,Coronado,San Diego,CA,92118
JPMorgan Chase Bank,0,Imperial Beach Branch,4748,11/1/1934,9/25/2008,1100 Palm Ave,Imperial Beach,San Diego,CA,91932
JPMorgan Chase Bank,0,Grossmont Branch,4749,11/1/1934,9/25/2008,5505 Grossmont Ctr Dr,LA Mesa,San Diego,CA,91942
JPMorgan Chase Bank,0,San Juan Capistrano Branch,4750,11/1/1934,9/25/2008,31972 Camino Capistrano,San Juan Capistrano,Orange,CA,92675
JPMorgan Chase Bank,0,Spring Valley Branch,4751,11/1/1934,9/25/2008,619 Sweetwater Rd,Spring Valley,San Diego,CA,91977
JPMorgan Chase Bank,0,Campus Branch,4752,11/1/1934,9/25/2008,4543 Campus Drive,Irvine,Orange,CA,92612
JPMorgan Chase Bank,0,Ramona Branch,4753,11/1/1934,9/25/2008,1467 Main Street,Ramona,San Diego,CA,92065
JPMorgan Chase Bank,0,Seacliff Branch,4754,11/1/1934,9/25/2008,"19461 Main Street, Suite 102",Huntington Beach,Orange,CA,92648
JPMorgan Chase Bank,0,Alpine Branch,4755,11/1/1934,9/25/2008,1271 Tavern Road,Alpine,San Diego,CA,91901
JPMorgan Chase Bank,0,Kensington Branch,4756,11/1/1934,9/25/2008,4078 Adams Ave,San Diego,San Diego,CA,92116
JPMorgan Chase Bank,0,West Hills Branch,4757,11/1/1934,9/25/2008,6400 Platt Avenue,West Hills,Los Angeles,CA,91307
JPMorgan Chase Bank,0,Del Norte Branch,4758,11/1/1934,9/25/2008,326-C W El Norte Pkwy,Escondido,San Diego,CA,92026
JPMorgan Chase Bank,0,San Marcos Branch,4759,11/1/1934,9/25/2008,348 S. Twin Oaks Valley Road,San Marcos,San Diego,CA,92078
JPMorgan Chase Bank,0,Bonita Branch,4761,11/1/1934,9/25/2008,4500 Bonita Road,Bonita,San Diego,CA,91902
JPMorgan Chase Bank,0,Santee Branch,4762,11/1/1934,9/25/2008,10 Town Center Pkwy,Santee,San Diego,CA,92071
JPMorgan Chase Bank,0,Mira Mesa Branch,4763,11/1/1934,9/25/2008,8222 Mira Mesa Boulevard,San Diego,San Diego,CA,92126
JPMorgan Chase Bank,0,Palcentia Branch,4764,11/1/1934,9/25/2008,3334 Yorba Linda Blvd,Fullerton,Orange,CA,92831
JPMorgan Chase Bank,0,Ojai Branch,4765,11/1/1934,9/25/2008,1215 Maricopa Road,Ojai,Ventura,CA,93023
JPMorgan Chase Bank,0,Carpinteria Branch,4766,11/1/1934,9/25/2008,5400 Carpinteria Avenue,Carpinteria,Santa Barbara,CA,93013
JPMorgan Chase Bank,0,Morro Bay Branch,4767,11/1/1934,9/25/2008,595 Morro Bay Bavd,Morro Bay,San Luis Obispo,CA,93442
JPMorgan Chase Bank,0,Vista/Melrose Branch,4768,11/1/1934,9/25/2008,1641 South Melrose Drive,Vista,San Diego,CA,92081
JPMorgan Chase Bank,0,Yorba Linda Branch,4769,6/30/1987,9/25/2008,20385 Yorba Linda Blvd,Yorba Linda,Orange,CA,92886
JPMorgan Chase Bank,0,Fallbrook Branch,4770,6/30/1987,9/25/2008,1091 South Mission Road,Fallbrook,San Diego,CA,92028
JPMorgan Chase Bank,0,Santa Margarita Pkwy Branch,4771,6/30/1988,9/25/2008,27888 Santa Margarita Pkwy,Mission Viejo,Orange,CA,92691
JPMorgan Chase Bank,0,Carmel Mountain Ranch Branch,4772,6/30/1988,9/25/2008,11995 Carmel Mountain Road,San Diego,San Diego,CA,92128
JPMorgan Chase Bank,0,Lakeside Branch,4773,6/30/1988,9/25/2008,9558 Wintergardens Boulevard,Lakeside,San Diego,CA,92040
JPMorgan Chase Bank,0,Rancho San Diego East Branch,4775,6/30/1989,9/25/2008,2644 Jamacha Road,El Cajon,San Diego,CA,92019
JPMorgan Chase Bank,0,Temecula Office Branch,4776,8/12/1991,9/25/2008,29640 Rancho California Road,Temecula,Riverside,CA,92591
JPMorgan Chase Bank,0,Agoura Hills Office Branch,4777,7/15/1993,9/25/2008,5695 Kanan Road,Agoura Hills,Los Angeles,CA,91301
JPMorgan Chase Bank,0,Lancaster Office Branch,4778,8/26/1991,9/25/2008,1104 West Avenue K,Lancaster,Los Angeles,CA,93534
JPMorgan Chase Bank,0,Rancho Vista Branch,4779,4/27/1992,9/25/2008,1261 W Avenue P,Palmdale,Los Angeles,CA,93551
JPMorgan Chase Bank,0,Port Hueneme Office Branch,4780,3/4/1991,9/25/2008,619 W Channelisland Blvd,Port Hueneme,Ventura,CA,93041
JPMorgan Chase Bank,0,NW Federal Highway Branch,4781,2/10/1992,9/25/2008,2998 NW Federal Highway,Jensen Beach,Martin,FL,34957
JPMorgan Chase Bank,0,Westchester Miami Branch,4782,6/29/1990,9/25/2008,8700 S.W. Coral Way,Miami,Miami-Dade,FL,33165
JPMorgan Chase Bank,0,7106 Fairway Drive Office Branch,4783,8/7/1989,9/25/2008,7106 Fairway Drive,Palm Beach Gardens,Palm Beach,FL,33418
JPMorgan Chase Bank,0,Crosstown Branch,4784,6/19/1989,9/25/2008,2959 North Military Trail,West Palm Beach,Palm Beach,FL,33409
JPMorgan Chase Bank,0,Laguna Niguel Office Branch,4785,9/23/1991,9/25/2008,28131 Crow Valley Pkwy,Laguna Niguel,Orange,CA,92677
JPMorgan Chase Bank,0,Towngate Blvd Branch,4788,10/18/1993,9/25/2008,22950 Towngate Boulevard,Moreno Valley,Riverside,CA,92553
JPMorgan Chase Bank,0,Avenue S Branch,4789,3/15/1994,9/25/2008,2531 East Ave South,Palmdale,Los Angeles,CA,93550
JPMorgan Chase Bank,0,Challenger Way Branch,4790,3/18/1994,9/25/2008,44325 Challenger Way,Lancaster,Los Angeles,CA,93535
JPMorgan Chase Bank,0,Sawgrass Branch,4791,10/3/1994,9/25/2008,12590 West Sunrise Boulevard,Sunrise,Broward,FL,33323
JPMorgan Chase Bank,0,Parkland Branch,4792,10/24/1994,9/25/2008,6500 N. State Road 7,Coconut Creek,Broward,FL,33073
JPMorgan Chase Bank,0,Las Americas Branch,4793,11/14/1994,9/25/2008,12001 S.W. 26th Street,Miami,Miami-Dade,FL,33175
JPMorgan Chase Bank,0,Havenhurst Branch,4794,1/17/1995,9/25/2008,16437 Ventura Boulevard,Encino,Los Angeles,CA,91436
JPMorgan Chase Bank,0,Lake Balboa Branch,4795,1/17/1995,9/25/2008,17200 Saticoy Street,Van Nuys,Los Angeles,CA,91406
JPMorgan Chase Bank,0,Sepulveda and LA Tijera Branch,4796,5/26/1995,9/25/2008,8813 S Sepulveda Blvd.,Los Angeles,Los Angeles,CA,90045
JPMorgan Chase Bank,0,Gateway Center Drive Branch,4797,4/17/1995,9/25/2008,4415 Imperial Avenue,San Diego,San Diego,CA,92113
JPMorgan Chase Bank,0,Chatsworth Branch,4798,11/3/1995,9/25/2008,10370 Mason Avenue,Chatsworth,Los Angeles,CA,91311
JPMorgan Chase Bank,0,Alhambra Valley Blvd Branch,4800,01/01/1889,9/25/2008,401 East Valley Boulevard,Alhambra,Los Angeles,CA,91801
JPMorgan Chase Bank,0,Arcadia Branch,4801,01/01/1889,9/25/2008,60 East Huntington Drive,Arcadia,Los Angeles,CA,91006
JPMorgan Chase Bank,0,Beverly Hills Branch,4802,01/01/1889,9/25/2008,9245 Wilshire Boulevard,Beverly Hills,Los Angeles,CA,90210
JPMorgan Chase Bank,0,North San Fernando Blvd Branch,4803,01/01/1889,9/25/2008,840 North San Fernando Boulevard,Burbank,Los Angeles,CA,91502
JPMorgan Chase Bank,0,Encino Main Branch,4804,01/01/1889,9/25/2008,17107 Ventura Boulevard,Encino,Los Angeles,CA,91316
JPMorgan Chase Bank,0,Brand Blvd Branch,4805,01/01/1889,9/25/2008,620 North Brand Boulevard,Glendale,Los Angeles,CA,91203
JPMorgan Chase Bank,0,North Figueroa St Branch,4806,01/01/1889,9/25/2008,5700 North Figueroa Street,Los Angeles,Los Angeles,CA,90042
JPMorgan Chase Bank,0,Hollywood Branch,4807,01/01/1889,9/25/2008,1500 North Vine Street,Hollywood,Los Angeles,CA,90028
JPMorgan Chase Bank,0,Huntington Park Branch,4808,01/01/1889,9/25/2008,7141 Pacific Boulevard,Huntington Park,Los Angeles,CA,90255
JPMorgan Chase Bank,0,Del Amo Branch,4809,01/01/1889,9/25/2008,4909 Lakewood Boulevard,Lakewood,Los Angeles,CA,90712
JPMorgan Chase Bank,0,Montebello Branch,4810,01/01/1889,9/25/2008,896 West Beverly Boulevard,Montebello,Los Angeles,CA,90640
JPMorgan Chase Bank,0,Pasadena Main Branch,4811,01/01/1889,9/25/2008,860 East Colorado Boulevard,Pasadena,Los Angeles,CA,91101
JPMorgan Chase Bank,0,Pico Whittier Branch,4812,01/01/1889,9/25/2008,9125 East Whittier Boulevard,Pico Rivera,Los Angeles,CA,90660
JPMorgan Chase Bank,0,Pomona Branch,4813,01/01/1889,9/25/2008,100 West Second Street,Pomona,Los Angeles,CA,91766
JPMorgan Chase Bank,0,Studio City Branch,4814,01/01/1889,9/25/2008,12051 Ventura Boulevard,Studio City,Los Angeles,CA,91604
JPMorgan Chase Bank,0,Torrance Branch,4815,01/01/1889,9/25/2008,2121 Torrance Boulevard,Torrance,Los Angeles,CA,90501
JPMorgan Chase Bank,0,West Covina Branch,4816,01/01/1889,9/25/2008,100 South Vincent Avenue,West Covina,Los Angeles,CA,91790
JPMorgan Chase Bank,0,Whittier Branch,4817,01/01/1889,9/25/2008,15625 East Whittier Boulevard,Whittier,Los Angeles,CA,90603
JPMorgan Chase Bank,0,Harbor and Lincoln Branch,4818,01/01/1889,9/25/2008,101 South Harbor Boulevard,Anaheim,Orange,CA,92805
JPMorgan Chase Bank,0,Buena Park Branch,4819,01/01/1889,9/25/2008,7964 Beach Boulevard,Buena Park,Orange,CA,90620
JPMorgan Chase Bank,0,Brookhurst and Chapman Branch,4820,01/01/1889,9/25/2008,11922 Brookhurst Street,Garden Grove,Orange,CA,92840
JPMorgan Chase Bank,0,LA Mirada Branch,4821,01/01/1889,9/25/2008,15128 East Rosecrans Avenue,LA Mirada,Los Angeles,CA,90638
JPMorgan Chase Bank,0,Santa Ana Branch,4822,01/01/1889,9/25/2008,1300 North Main Street,Santa Ana,Orange,CA,92701
JPMorgan Chase Bank,0,Barstow Branch,4823,01/01/1889,9/25/2008,1291 East Main Street,Barstow,San Bernardino,CA,92311
JPMorgan Chase Bank,0,Rialto Branch,4824,01/01/1889,9/25/2008,101 East Foothill Boulevard,Rialto,San Bernardino,CA,92376
JPMorgan Chase Bank,0,West Highland Ave Branch,4825,01/01/1889,9/25/2008,315 West Highland Avenue,San Bernardino,San Bernardino,CA,92405
JPMorgan Chase Bank,0,Victorville Branch,4826,01/01/1889,9/25/2008,12690 Hesperia Road,Victorville,San Bernardino,CA,92392
JPMorgan Chase Bank,0,Livermore Branch,4827,01/01/1889,9/25/2008,275 South K Street,Livermore,Alameda,CA,94550
JPMorgan Chase Bank,0,East 18th Branch,4828,01/01/1889,9/25/2008,270 East 18th Street,Oakland,Alameda,CA,94606
JPMorgan Chase Bank,0,Willow Glen Branch,4829,01/01/1889,9/25/2008,1402 Lincoln Avenue,San Jose,Santa Clara,CA,95125
JPMorgan Chase Bank,0,Junipero Serra Branch,4830,01/01/1889,9/25/2008,2800 Junipero Serra Boulevard,Daly City,San Mateo,CA,94015
JPMorgan Chase Bank,0,Fremont Branch,4831,01/01/1889,9/25/2008,38980 Freemont Boulevard,Fremont,Alameda,CA,94536
JPMorgan Chase Bank,0,Broadway and Hamilton Branch,4832,01/01/1889,9/25/2008,2300 Broadway Street,Redwood City,San Mateo,CA,94063
JPMorgan Chase Bank,0,West Portal Branch,4833,01/01/1889,9/25/2008,98 West Portal Avenue,San Francisco,San Francisco,CA,94127
JPMorgan Chase Bank,0,Lombard Branch,4834,01/01/1889,9/25/2008,2750 Van Ness Avenue,San Francisco,San Francisco,CA,94109
JPMorgan Chase Bank,0,Grant Avenue Branch,4835,01/01/1889,9/25/2008,1595 Grant Avenue,Novato,Marin,CA,94945
JPMorgan Chase Bank,0,San Mateo Branch,4836,01/01/1889,9/25/2008,1730 South El Camino Real,San Mateo,San Mateo,CA,94402
JPMorgan Chase Bank,0,Main and Newell Branch,4837,01/01/1889,9/25/2008,1390 South Main Street,Walnut Creek,Contra Costa,CA,94596
JPMorgan Chase Bank,0,Tiburon Branch,4838,01/01/1889,9/25/2008,1535 Tiburon Blvd,Tiburon,Marin,CA,94920
JPMorgan Chase Bank,0,749 El Camino Real Branch,4839,01/01/1889,9/25/2008,"749 W El Camino Real, 1st Floor",Mountain View,Santa Clara,CA,94040
JPMorgan Chase Bank,0,Mission Bay Drive Branch,4840,01/01/1889,9/25/2008,4650 Mission Bay Drive,San Diego,San Diego,CA,92109
JPMorgan Chase Bank,0,Vermont Ave Branch,4841,01/01/1889,9/25/2008,5717 South Vermont,Los Angeles,Los Angeles,CA,90037
JPMorgan Chase Bank,0,Stevens Creek Branch,4842,01/01/1889,9/25/2008,20573 Stevens Creek Blvd,Cupertino,Santa Clara,CA,95014
JPMorgan Chase Bank,0,Rolling Hills Estates Branch,4843,01/01/1889,9/25/2008,27319 Hawthorne Blvd,Rolling Hills,Los Angeles,CA,90274
JPMorgan Chase Bank,0,Arden Way Branch,4844,01/01/1889,9/25/2008,1950 Arden Way,Sacramento,Sacramento,CA,95815
JPMorgan Chase Bank,0,Santa Cruz Branch,4845,01/01/1889,9/25/2008,730 Ocean Street,Santa Cruz,Santa Cruz,CA,95060
JPMorgan Chase Bank,0,Foothill Blvd Branch,4846,01/01/1889,9/25/2008,22370 Foothill Blvd,Hayward,Alameda,CA,94541
JPMorgan Chase Bank,0,Westlake Village Branch,4847,01/01/1889,9/25/2008,248 Hampshire Rd,Westlake Village,Ventura,CA,91361
JPMorgan Chase Bank,0,El Sereno Branch,4848,01/01/1889,9/25/2008,4887 Huntington Dr,Los Angeles,Los Angeles,CA,90032
JPMorgan Chase Bank,0,El Toro Branch,4849,01/01/1889,9/25/2008,23861 El Toro Rd,Lake Forest,Orange,CA,92630
JPMorgan Chase Bank,0,Madison Ave Branch,4850,01/01/1889,9/25/2008,4741 Madison Ave,Sacramento,Sacramento,CA,95841
JPMorgan Chase Bank,0,Yuba City Branch,4851,01/01/1889,9/25/2008,540 Colusa Ave,Yuba City,Sutter,CA,95991
JPMorgan Chase Bank,0,Martinez Branch,4852,01/01/1889,9/25/2008,4201 Alhambra Ave,Martinez,Contra Costa,CA,94553
JPMorgan Chase Bank,0,Freeport Blvd Branch,4853,01/01/1889,9/25/2008,4701 Freeport Blvd,Sacramento,Sacramento,CA,95822
JPMorgan Chase Bank,0,Pittsburg Branch,4854,01/01/1889,9/25/2008,2136 Railroad Avenue,Pittsburg,Contra Costa,CA,94565
JPMorgan Chase Bank,0,Redlands Branch,4855,01/01/1889,9/25/2008,4 West Redlands Blvd,Redlands,San Bernardino,CA,92373
JPMorgan Chase Bank,0,Betteravia Branch,4856,01/01/1889,9/25/2008,2200 South Broadway,Santa Maria,Santa Barbara,CA,93454
JPMorgan Chase Bank,0,Westminster Mall Branch,4857,01/01/1889,9/25/2008,6951 Bolsa Ave,Westminster,Orange,CA,92683
JPMorgan Chase Bank,0,California Avenue Branch,4858,1/1/1962,9/25/2008,4040 California Avenue,Bakersfield,Kern,CA,93309
JPMorgan Chase Bank,0,College Heights Branch,4859,01/01/1889,9/25/2008,2680 Mount Vernon Avenue,Bakersfield,Kern,CA,93306
JPMorgan Chase Bank,0,Valencia Main Branch,4860,01/01/1889,9/25/2008,24000 Valencia Boulevard,Valencia,Los Angeles,CA,91355
JPMorgan Chase Bank,0,Tujunga Branch,4861,01/01/1889,9/25/2008,6589 Foothill Boulevard,Tujunga,Los Angeles,CA,91042
JPMorgan Chase Bank,0,Sycamore Branch,4862,01/01/1889,9/25/2008,2398 Sycamore Drive,Simi Valley,Ventura,CA,93065
JPMorgan Chase Bank,0,Standiford Ave Branch,4863,01/01/1889,9/25/2008,2900 Standiford Avenue,Modesto,Stanislaus,CA,95350
JPMorgan Chase Bank,0,South Victoria Ave Branch,4864,01/01/1889,9/25/2008,2075 S Victoria Ave,Ventura,Ventura,CA,93003
JPMorgan Chase Bank,0,LA Brea Branch,4865,01/01/1889,9/25/2008,449 North LA Brea Avenue,Los Angeles,Los Angeles,CA,90036
JPMorgan Chase Bank,0,Clayton Road Branch,4867,01/01/1889,9/25/2008,4390 Clayton Road,Concord,Contra Costa,CA,94521
JPMorgan Chase Bank,0,Downey Firestone Branch,4868,01/01/1889,9/25/2008,8450 Firestone Boulevard,Downey,Los Angeles,CA,90241
JPMorgan Chase Bank,0,Ventura Blvd and Colbath Branch,4869,01/01/1889,9/25/2008,13949 Venutra Boulevard,Sherman Oaks,Los Angeles,CA,91423
JPMorgan Chase Bank,0,Rancho Santa Fe Branch,4871,1/1/1972,9/25/2008,6041 LA Flecha,Rancho Santa Fe,San Diego,CA,92067
JPMorgan Chase Bank,0,Escondido Branch,4872,01/01/1889,9/25/2008,150 N Centre City Parkway,Escondido,San Diego,CA,92025
JPMorgan Chase Bank,0,Westwood Branch,4873,01/01/1889,9/25/2008,1550 Westwood Boulevard,Los Angeles,Los Angeles,CA,90024
JPMorgan Chase Bank,0,Tustin and Chapman Branch,4874,01/01/1889,9/25/2008,225 North Tustin Street,Orange,Orange,CA,92867
JPMorgan Chase Bank,0,South Coast Branch,4875,01/01/1889,9/25/2008,3600 South Bristol St,Santa Ana,Orange,CA,92704
JPMorgan Chase Bank,0,Fullerton Branch,4876,01/01/1889,9/25/2008,1107 South Harbor Blvd,Fullerton,Orange,CA,92832
JPMorgan Chase Bank,0,LA Habra Branch,4877,01/01/1889,9/25/2008,1300 Imperial Way,LA Habra,Orange,CA,90631
JPMorgan Chase Bank,0,Fashion Fair Branch,4878,01/01/1889,9/25/2008,796 East Shaw Avenue,Fresno,Fresno,CA,93710
JPMorgan Chase Bank,0,Paradise Clark Rd Branch,4879,01/01/1889,9/25/2008,6669 Clark Road,Paradise,Butte,CA,95969
JPMorgan Chase Bank,0,Pico-Doheny Branch,4880,01/01/1889,9/25/2008,9080 Pico Boulevard,Los Angeles,Los Angeles,CA,90035
JPMorgan Chase Bank,0,Berryessa Branch,4881,01/01/1889,9/25/2008,2670 Berryessa Road,San Jose,Santa Clara,CA,95132
JPMorgan Chase Bank,0,Scotts Valley Branch,4882,01/01/1889,9/25/2008,247 Mount Herman Road,Scotts Valley,Santa Cruz,CA,95066
JPMorgan Chase Bank,0,Almaden Branch,4883,01/01/1889,9/25/2008,5393 Almaden Expressway,San Jose,Santa Clara,CA,95118
JPMorgan Chase Bank,0,Seal Beach Branch,4884,01/01/1889,9/25/2008,13900 Seal Beach Boulevard,Seal Beach,Orange,CA,90740
JPMorgan Chase Bank,0,Mission Viejo/Gateway Center Branch,4885,01/01/1889,9/25/2008,23992 Alicia Parkway,Mission Viejo,Orange,CA,92691
JPMorgan Chase Bank,0,West Hillcrest Drive Branch,4886,01/01/1889,9/25/2008,148 West Hillcrest Drive,Thousand Oaks,Ventura,CA,91360
JPMorgan Chase Bank,0,El Cajon Branch,4887,01/01/1889,9/25/2008,866 North Johnson Avenue,El Cajon,San Diego,CA,92020
JPMorgan Chase Bank,0,Fountain Valley Branch,4888,01/01/1889,9/25/2008,18975 Brookhurst Avenue,Fountain Valley,Orange,CA,92708
JPMorgan Chase Bank,0,Mission Viejo/Crown Valley Branch,4889,01/01/1889,9/25/2008,26971 Crown Valley Parkway,Mission Viejo,Orange,CA,92691
JPMorgan Chase Bank,0,Sun City Branch,4890,01/01/1889,9/25/2008,26750 Mccall Boulevard,Sun City,Riverside,CA,92586
JPMorgan Chase Bank,0,South Pasadena Branch,4891,01/01/1889,9/25/2008,1305 Fair Oaks Avenue,South Pasadena,Los Angeles,CA,91030
JPMorgan Chase Bank,0,Yucca Valley Branch,4892,01/01/1889,9/25/2008,57297 29 Palms Highway,Yucca Valley,San Bernardino,CA,92284
JPMorgan Chase Bank,0,Trancas St Branch,4893,01/01/1889,9/25/2008,699 Trancas Street,Napa,Napa,CA,94558
JPMorgan Chase Bank,0,Lovers and Innwood Branch,4894,01/01/1889,9/25/2008,5220 West Lovers Lane,Dallas,Dallas,TX,75209
JPMorgan Chase Bank,0,Coit/Beltline Branch,4895,01/01/1889,9/25/2008,110 North Coit,Richardson,Dallas,TX,75080
JPMorgan Chase Bank,0,Fountain View Branch,4898,01/01/1889,9/25/2008,5884 Westheimer Road,Houston,Harris,TX,77057
JPMorgan Chase Bank,0,Broadway Branch,4900,01/01/1889,9/25/2008,8550 Broadway Boulevard,Houston,Harris,TX,77061
JPMorgan Chase Bank,0,Center St and Pasadena Branch,4901,01/01/1889,9/25/2008,3605 Center Street,Deer Park,Harris,TX,77536
JPMorgan Chase Bank,0,Alief Branch,4902,01/01/1889,9/25/2008,10850 Bellaire Boulevard,Houston,Harris,TX,77072
JPMorgan Chase Bank,0,Little York Branch,4903,01/01/1889,9/25/2008,929 East Little York Road,Houston,Harris,TX,77076
JPMorgan Chase Bank,0,Cornerstone Branch,4904,01/01/1889,9/25/2008,4081 Fm 1960 West,Houston,Harris,TX,77068
JPMorgan Chase Bank,0,Memorial Dairy Branch,4906,01/01/1889,9/25/2008,14565 Memorial Drive,Houston,Harris,TX,77079
JPMorgan Chase Bank,0,Braeswood Branch,4907,01/01/1889,9/25/2008,9150 Chimney Rock Road,Houston,Harris,TX,77096
JPMorgan Chase Bank,0,South Loop West Branch,4908,1/1/1963,9/25/2008,3003 South Loop West,Houston,Harris,TX,77054
JPMorgan Chase Bank,0,West Airport Freeway Branch,4909,01/01/1889,9/25/2008,1307 West Airport Freeway,Irving,Dallas,TX,75062
JPMorgan Chase Bank,0,LA Canada/Funtridge Branch,4912,01/01/1889,9/25/2008,749 Foothill Boulevard,LA Canada,Los Angeles,CA,91011
JPMorgan Chase Bank,0,Temple City Branch,4913,01/01/1889,9/25/2008,8905 Las Tunas Drive,Temple City,Los Angeles,CA,91780
JPMorgan Chase Bank,0,Capitola Branch,4914,01/01/1889,9/25/2008,1990 41st Avenue,Capitola,Santa Cruz,CA,95010
JPMorgan Chase Bank,0,Monterey Park Branch,4915,01/01/1889,9/25/2008,459 South Atlantic Boulevard,Monterey Park,Los Angeles,CA,91754
JPMorgan Chase Bank,0,Yucaipa Branch,4916,01/01/1889,9/25/2008,34318 Yucaipa Boulevard,Yucaipa,San Bernardino,CA,92399
JPMorgan Chase Bank,0,Laguna Hills/Leisure World Branch,4917,01/01/1889,9/25/2008,24268 El Toro Road,Laguna Hills,Orange,CA,92637
JPMorgan Chase Bank,0,State St and Hope Ave Branch,4918,6/30/1986,9/25/2008,3768 State Street,Santa Barbara,Santa Barbara,CA,93105
JPMorgan Chase Bank,0,Greenbrae Branch,4919,6/30/1986,9/25/2008,401 Sir Francis Drake Boulevard,Greenbrae,Marin,CA,94904
JPMorgan Chase Bank,0,Airport Fwy N Richland Hills Branch,4920,6/30/1986,9/25/2008,8625 Airport Freeway,North Richland Hills,Tarrant,TX,76180
JPMorgan Chase Bank,0,Town & Country Branch,4921,6/30/1986,9/25/2008,12802 Memorial Drive,Houston,Harris,TX,77024
JPMorgan Chase Bank,0,Baybrook Square Branch,4922,6/30/1986,9/25/2008,1441 West Bay Area Boulevard,Webster,Harris,TX,77598
JPMorgan Chase Bank,0,Deerbrook Branch,4923,6/30/1987,9/25/2008,10011 Fm 1960 By Pass,Humble,Harris,TX,77338
JPMorgan Chase Bank,0,Monrovia Branch,4924,6/30/1987,9/25/2008,102 W Foothill Boulevard,Monrovia,Los Angeles,CA,91016
